1,0.998595,0.044267,0.029124,0.991733,0.041245,0.121512,3.143003,0
1,0.998583,0.044566,0.029068,0.991733,0.041245,0.121512,3.176795,0
1,0.998582,0.044754,0.028829,0.991733,0.041245,0.121512,3.209008,0
1,0.998587,0.044271,0.029385,0.991733,0.041245,0.121512,3.242463,0
1,0.998599,0.043585,0.029999,0.991733,0.041245,0.121512,3.276006,0
1,0.998603,0.042939,0.030795,0.991733,0.041245,0.121512,3.309009,0
1,0.998614,0.042472,0.031094,0.991733,0.041245,0.121512,3.342759,0
1,0.998647,0.041390,0.031474,0.991733,0.041245,0.121512,3.376138,0
1,0.998660,0.041050,0.031513,0.991733,0.041245,0.121512,3.409010,0
1,0.998678,0.040608,0.031511,0.991733,0.041245,0.121512,3.442072,0
1,0.998685,0.040473,0.031482,0.991733,0.041245,0.121512,3.475549,0
1,0.998520,0.039637,0.037239,0.991733,0.041245,0.121512,3.509183,0
1,0.997039,0.034784,0.068587,0.991733,0.041245,0.121512,3.542515,0
1,0.995489,0.027749,0.090731,0.991733,0.041245,0.121512,3.576051,0
1,0.994614,0.020347,0.101629,0.991733,0.041245,0.121512,3.609422,0
1,0.993805,0.016007,0.109977,0.991733,0.041245,0.121512,3.642460,0
1,0.993352,0.013881,0.114274,0.991733,0.041245,0.121512,3.675987,0
1,0.993131,0.014149,0.116152,0.991733,0.041245,0.121512,3.709558,0
1,0.992967,0.016000,0.117302,0.991733,0.041245,0.121512,3.742560,0
1,0.993148,0.018821,0.115340,0.991733,0.041245,0.121512,3.775484,0
1,0.993276,0.021035,0.113847,0.991733,0.041245,0.121512,3.808606,0
1,0.993254,0.024292,0.113385,0.991733,0.041245,0.121512,3.843571,0
1,0.993440,0.026308,0.111289,0.991733,0.041245,0.121512,3.875532,0
1,0.993584,0.027970,0.109587,0.991733,0.041245,0.121512,3.908174,0
1,0.993596,0.028809,0.109254,0.991733,0.041245,0.121512,3.941491,0
2,0.998280,0.053199,0.024650,0.923069,-0.353043,0.152659,7.106915,0
2,0.998270,0.053700,0.023932,0.923069,-0.353043,0.152659,7.141085,0
2,0.998252,0.054291,0.023352,0.923069,-0.353043,0.152659,7.173292,0
2,0.998230,0.054834,0.023043,0.923069,-0.353043,0.152659,7.206827,0
2,0.998202,0.055359,0.022975,0.923069,-0.353043,0.152659,7.240260,0
2,0.998206,0.055411,0.022693,0.923069,-0.353043,0.152659,7.273324,0
2,0.998219,0.055426,0.022056,0.923069,-0.353043,0.152659,7.306828,0
2,0.998271,0.054582,0.021797,0.923069,-0.353043,0.152659,7.340288,0
2,0.998329,0.053669,0.021404,0.923069,-0.353043,0.152659,7.373088,0
2,0.998421,0.052153,0.020868,0.923069,-0.353043,0.152659,7.406678,0
2,0.998898,0.040265,0.024110,0.923069,-0.353043,0.152659,7.440854,0
2,0.999395,0.018135,0.029685,0.923069,-0.353043,0.152659,7.472562,0
2,0.999121,-0.006824,0.041358,0.923069,-0.353043,0.152659,7.506367,0
2,0.998305,-0.033045,0.047899,0.923069,-0.353043,0.152659,7.539403,0
2,0.996613,-0.061883,0.054157,0.923069,-0.353043,0.152659,7.573349,0
2,0.993263,-0.096055,0.064825,0.923069,-0.353043,0.152659,7.606293,0
2,0.988646,-0.132413,0.071031,0.923069,-0.353043,0.152659,7.639616,0
2,0.981117,-0.173852,0.084766,0.923069,-0.353043,0.152659,7.672687,0
2,0.971647,-0.214637,0.099163,0.923069,-0.353043,0.152659,7.706013,0
2,0.961405,-0.252991,0.108151,0.923069,-0.353043,0.152659,7.739640,0
2,0.950157,-0.289845,0.114855,0.923069,-0.353043,0.152659,7.772759,0
2,0.938742,-0.322626,0.121146,0.923069,-0.353043,0.152659,7.806645,0
2,0.926670,-0.351724,0.132567,0.923069,-0.353043,0.152659,7.839596,0
2,0.914367,-0.376749,0.148301,0.923069,-0.353043,0.152659,7.873052,0
2,0.906415,-0.393045,0.154683,0.923069,-0.353043,0.152659,7.907265,0
2,0.901984,-0.401864,0.157893,0.923069,-0.353043,0.152659,7.940499,0
2,0.899439,-0.406461,0.160621,0.923069,-0.353043,0.152659,7.973692,0
2,0.899090,-0.407009,0.161182,0.923069,-0.353043,0.152659,8.006959,0
2,0.900195,-0.404418,0.161543,0.923069,-0.353043,0.152659,8.040964,0
2,0.901321,-0.401863,0.161638,0.923069,-0.353043,0.152659,8.074430,0
2,0.902360,-0.399866,0.160789,0.923069,-0.353043,0.152659,8.107272,0
2,0.903486,-0.397630,0.160011,0.923069,-0.353043,0.152659,8.140210,0
2,0.904320,-0.395006,0.161789,0.923069,-0.353043,0.152659,8.173202,0
2,0.905827,-0.391979,0.160714,0.923069,-0.353043,0.152659,8.206607,0
2,0.908370,-0.387304,0.157670,0.923069,-0.353043,0.152659,8.239581,0
2,0.910806,-0.382149,0.156185,0.923069,-0.353043,0.152659,8.272820,0
2,0.912728,-0.377350,0.156636,0.923069,-0.353043,0.152659,8.306114,0
2,0.915392,-0.371930,0.154029,0.923069,-0.353043,0.152659,8.339603,0
2,0.918795,-0.365101,0.150054,0.923069,-0.353043,0.152659,8.374148,0
2,0.921326,-0.360548,0.145476,0.923069,-0.353043,0.152659,8.408189,0
3,0.999599,-0.020065,0.019998,0.923530,-0.366852,0.111861,11.794228,0
3,0.999594,-0.020143,0.020135,0.923530,-0.366852,0.111861,11.828231,0
3,0.999609,-0.019698,0.019865,0.923530,-0.366852,0.111861,11.861649,0
3,0.999600,-0.019210,0.020747,0.923530,-0.366852,0.111861,11.895498,0
3,0.999593,-0.019263,0.021025,0.923530,-0.366852,0.111861,11.927326,0
3,0.999605,-0.018843,0.020859,0.923530,-0.366852,0.111861,11.960196,0
3,0.999631,-0.018055,0.020314,0.923530,-0.366852,0.111861,11.993954,0
3,0.999620,-0.017473,0.021316,0.923530,-0.366852,0.111861,12.027041,0
3,0.999612,-0.017307,0.021816,0.923530,-0.366852,0.111861,12.060064,0
3,0.999603,-0.017549,0.022053,0.923530,-0.366852,0.111861,12.093988,0
3,0.999260,-0.024709,0.029462,0.923530,-0.366852,0.111861,12.127048,0
3,0.998011,-0.048088,0.040751,0.923530,-0.366852,0.111861,12.160243,0
3,0.996292,-0.070150,0.049816,0.923530,-0.366852,0.111861,12.193283,0
3,0.993308,-0.096924,0.062803,0.923530,-0.366852,0.111861,12.226615,0
3,0.989929,-0.122856,0.070333,0.923530,-0.366852,0.111861,12.259540,0
3,0.986227,-0.147551,0.074734,0.923530,-0.366852,0.111861,12.292917,0
3,0.981435,-0.174630,0.079303,0.923530,-0.366852,0.111861,12.326240,0
3,0.975647,-0.202083,0.085292,0.923530,-0.366852,0.111861,12.359506,0
3,0.968210,-0.233049,0.090876,0.923530,-0.366852,0.111861,12.393480,0
3,0.958430,-0.268703,0.095974,0.923530,-0.366852,0.111861,12.426963,0
3,0.948351,-0.300766,0.100844,0.923530,-0.366852,0.111861,12.460854,0
